Object ID,Organization Name,LIONS ID,Borough Name,Approved On Street,Approved From Street,Approved To Street,Review Status,apprDaysWe,Approved Monday Open,Approved Monday Close,Approved Tuesday Open,Approved Tuesday Close,Approved Wednesday Open,Approved Wednesday Close,Approved Thursday Open,Approved Thursday Close,Approved Friday Open,Approved Friday Close,Approved Saturday Open,Approved Saturday Close,Approved Sunday Open,Approved Sunday Close,apprStartD,Shape_STLe,apprEndDat,School,the Geom
370,Belmont Business Improvement District,44665,Bronx,ARTHUR AVENUE,EAST 188th STREET,CRESCENT AVENUE,approvedFull,"fri,sat,sun",,,,,,,,,18:00,22:00,18:00,22:00,13:00,21:00,2021-04-30T00:00:00,343.512711846,10/31/2021 12:00:00 AM,,"MULTILINESTRING ((-73.88823971104036 40.85477810327038, -73.88757010956115 40.85557211866751))"
371,Belmont Business Improvement District,44681,Bronx,ARTHUR AVENUE,EAST 188th STREET,CRESCENT AVENUE,approvedFull,"fri,sat,sun",,,,,,,,,18:00,22:00,18:00,22:00,13:00,21:00,2021-04-30T00:00:00,381.43915039,10/31/2021 12:00:00 AM,,"MULTILINESTRING ((-73.88757010956115 40.85557211866751, -73.88681964139589 40.856450408834704))"
372,I.S.61Q,45319,Queens,50th AVENUE,99th STREET,98th STREET,approvedFull,"mon,tue,wed,thu,fri",08:00,15:30,08:00,15:30,08:00,15:30,08:00,15:30,08:00,15:30,,,,,2021-09-13T00:00:00,531.342069073,06/28/2022 12:00:00 AM,yes,"MULTILINESTRING ((-73.86424336514649 40.742472784764786, -73.86241260421698 40.74290643121951))"
373,PS 110 The Tiffany School,45896,Queens,44th AVENUE,97th PLACE,JUNCTION BOULEVARD,approvedFull,"mon,tue,wed,thu,fri",14:45,13:45,14:45,13:45,14:45,13:45,14:45,13:45,14:45,13:45,,,,,2021-09-20T00:00:00,541.649838125,06/27/2022 12:00:00 AM,yes,"MULTILINESTRING ((-73.86791245105577 40.74495025125403, -73.86609131722531 40.74549048818952))"
374,The Fresh Air Fund,47063,Bronx,STICKBALL BOULEVARD,SEWARD AVENUE,RANDALL AVENUE,approvedFull,"mon,tue,wed,thu",08:00,17:00,08:00,17:00,08:00,17:00,08:00,17:00,,,,,,,2021-07-06T00:00:00,779.171394642,08/19/2021 12:00:00 AM,,"MULTILINESTRING ((-73.85621967796465 40.81793063248107, -73.85671370272806 40.82003604935917))"
375,Queens School of Inquiry,49984,Queens,160th STREET,76th ROAD,77th AVENUE,approvedFull,"mon,tue,wed,thu,fri",07:00,16:00,07:00,16:00,07:00,16:00,07:00,16:00,07:00,16:00,,,,,2021-08-30T00:00:00,259.975193068,06/30/2022 12:00:00 AM,yes,"MULTILINESTRING ((-73.80830876479511 40.72469268308273, -73.80817955505019 40.72398591754703))"
376,Asian American Federation,50722,Queens,BARTON AVENUE,150th STREET,149th PLACE,approvedLimited,"mon,tue,wed,thu,fri,sat,sun",09:00,21:00,09:00,21:00,09:00,21:00,09:00,21:00,09:00,23:00,09:00,23:00,09:00,21:00,2021-05-31T00:00:00,254.189350545,05/31/2022 12:00:00 AM,,"MULTILINESTRING ((-73.81501944773409 40.76286701845478, -73.81415439861543 40.763099712926774))"
377,"Edward Bleeker, JHS 185",51389,Queens,147th STREET,25th DRIVE,26th AVENUE,approvedFull,"mon,tue,wed,thu,fri",07:30,15:00,07:30,15:00,07:30,15:00,07:30,15:00,07:30,15:00,,,,,2021-09-20T00:00:00,269.911466705,06/27/2022 12:00:00 AM,yes,"MULTILINESTRING ((-73.81965557534087 40.77527825916438, -73.81965554540146 40.7745374228647))"
378,Bayside Village BID,54422,Queens,41st AVENUE,214th PLACE,BELL BOULEVARD,approvedFull,fri,,,,,,,,,17:30,23:00,,,,,2021-07-02T00:00:00,430.638188793,10/29/2021 12:00:00 AM,,"MULTILINESTRING ((-73.77097177814005 40.76361664006105, -73.7694510734202 40.763861984936156))"
379,Bayside Village BID,54431,Queens,BELL BOULEVARD,38th AVENUE,41th AVENUE,approvedFull,"sat,sun",,,,,,,,,,,17:30,23:00,12:00,21:00,2021-05-29T00:00:00,484.508408473,09/26/2021 12:00:00 AM,,"MULTILINESTRING ((-73.77254734547705 40.76657143579888, -73.77189922876016 40.765336251738624))"
380,Bayside Village BID,54419,Queens,BELL BOULEVARD,38th AVENUE,41th AVENUE,approvedFull,"sat,sun",,,,,,,,,,,17:30,23:00,12:00,21:00,2021-05-29T00:00:00,262.581895672,09/26/2021 12:00:00 AM,,"MULTILINESTRING ((-73.77133211415224 40.76428325401605, -73.77097177814005 40.76361664006105))"
381,Bayside Village BID,54433,Queens,BELL BOULEVARD,38th AVENUE,41th AVENUE,approvedFull,"sat,sun",,,,,,,,,,,17:30,23:00,12:00,21:00,2021-05-29T00:00:00,414.560598473,09/26/2021 12:00:00 AM,,"MULTILINESTRING ((-73.77189922876016 40.765336251738624, -73.77133211415224 40.76428325401605))"
382,NYCDOT,57293,Queens,MEADOW LAKE DRIVE,MODEL AIRPLANE FIELD,MEADOW LAKE BRIDGE PARKING LOT,approvedFull,mon,19:30,20:30,,,,,,,,,,,,,2021-09-14T00:00:00,153.670682088,09/15/2021 12:00:00 AM,no,"MULTILINESTRING ((-73.83723300354902 40.73459246217419, -73.83711887287004 40.73417970527672))"
383,Cara JECM LLC,57685,Manhattan,MORTON STREET,7th AVENUE SOUTH,BLEECKER STREET,approvedFull,"mon,tue,wed,thu,fri,sat,sun",16:30,00:00,16:30,00:00,16:30,00:00,16:30,00:00,16:30,00:00,12:00,00:00,12:00,00:00,2021-04-30T00:00:00,324.51348328,10/31/2021 12:00:00 AM,,"MULTILINESTRING ((-74.0031427193787 40.731481387798794, -74.00422639875683 40.73114406763615))"
384,New Dorp Lane Management Association,5888,StatenIsland,9th STREET,NEW DORP LANE,ROSE AVENUE,approvedFull,"fri,sat,sun",,,,,,,,,19:00,23:00,18:00,23:00,18:00,23:00,2021-05-01T00:00:00,448.103939295,10/01/2021 12:00:00 AM,,"MULTILINESTRING ((-74.1148104622201 40.57317552441479, -74.11576360400203 40.57218327833735))"
385,34 Ave Open Streets Coalition,64356,Queens,34 AVENUE,69th STREET,JUNCTION BOULEVARD,approvedLimited,"mon,tue,wed,thu,fri,sat,sun",08:00,20:00,08:00,20:00,08:00,20:00,08:00,20:00,08:00,20:00,08:00,20:00,08:00,20:00,2021-04-19T00:00:00,260.039763381,04/19/2023 12:00:00 AM,,"MULTILINESTRING ((-73.87573279570752 40.75467704736881, -73.87480482938018 40.75478413937673))"
386,34 Ave Open Streets Coalition,64357,Queens,34 AVENUE,69th STREET,JUNCTION BOULEVARD,approvedLimited,"mon,tue,wed,thu,fri,sat,sun",08:00,20:00,08:00,20:00,08:00,20:00,08:00,20:00,08:00,20:00,08:00,20:00,08:00,20:00,2021-04-19T00:00:00,260.13967224,04/19/2023 12:00:00 AM,,"MULTILINESTRING ((-73.87480482938018 40.75478413937673, -73.87387297835744 40.75487179663397))"
387,34 Ave Open Streets Coalition,64375,Queens,34 AVENUE,69th STREET,JUNCTION BOULEVARD,approvedLimited,"mon,tue,wed,thu,fri,sat,sun",08:00,20:00,08:00,20:00,08:00,20:00,08:00,20:00,08:00,20:00,08:00,20:00,08:00,20:00,2021-04-19T00:00:00,260.45611829,04/19/2023 12:00:00 AM,,"MULTILINESTRING ((-73.88039727280837 40.75427400132812, -73.87946579802129 40.75437055528789))"
388,34 Ave Open Streets Coalition,64384,Queens,34 AVENUE,69th STREET,JUNCTION BOULEVARD,approvedLimited,"mon,tue,wed,thu,fri,sat,sun",08:00,20:00,08:00,20:00,08:00,20:00,08:00,20:00,08:00,20:00,08:00,20:00,08:00,20:00,2021-04-19T00:00:00,260.207124659,04/19/2023 12:00:00 AM,,"MULTILINESTRING ((-73.88317080842373 40.75389462856585, -73.88224058309822 40.753993043259406))"
389,34 Ave Open Streets Coalition,64406,Queens,34 AVENUE,69th STREET,JUNCTION BOULEVARD,approvedLimited,"mon,tue,wed,thu,fri,sat,sun",08:00,20:00,08:00,20:00,08:00,20:00,08:00,20:00,08:00,20:00,08:00,20:00,08:00,20:00,2021-04-19T00:00:00,259.755642617,04/19/2023 12:00:00 AM,,"MULTILINESTRING ((-73.89246938867434 40.75292774025181, -73.8915392046248 40.753016884606545))"
390,34 Ave Open Streets Coalition,64408,Queens,34 AVENUE,69th STREET,JUNCTION BOULEVARD,approvedLimited,"mon,tue,wed,thu,fri,sat,sun",08:00,20:00,08:00,20:00,08:00,20:00,08:00,20:00,08:00,20:00,08:00,20:00,08:00,20:00,2021-04-19T00:00:00,260.769344102,04/19/2023 12:00:00 AM,,"MULTILINESTRING ((-73.89620102521152 40.75260968245267, -73.8952681546133 40.7527046699647))"
391,34 Ave Open Streets Coalition,64424,Queens,34 AVENUE,69th STREET,JUNCTION BOULEVARD,approvedLimited,"mon,tue,wed,thu,fri,sat,sun",08:00,20:00,08:00,20:00,08:00,20:00,08:00,20:00,08:00,20:00,08:00,20:00,08:00,20:00,2021-04-19T00:00:00,260.793625633,04/19/2023 12:00:00 AM,,"MULTILINESTRING ((-73.8943251271066 40.75272805934859, -73.89339256826473 40.75282530213607))"
392,34 Ave Open Streets Coalition,64433,Queens,34 AVENUE,69th STREET,JUNCTION BOULEVARD,approvedLimited,"mon,tue,wed,thu,fri,sat,sun",08:00,20:00,08:00,20:00,08:00,20:00,08:00,20:00,08:00,20:00,08:00,20:00,08:00,20:00,2021-04-19T00:00:00,260.541814679,04/19/2023 12:00:00 AM,,"MULTILINESTRING ((-73.89155461695736 40.753100959592146, -73.8906227612257 40.75319703697789))"
393,34 Ave Open Streets Coalition,64441,Queens,34 AVENUE,69th STREET,JUNCTION BOULEVARD,approvedLimited,"mon,tue,wed,thu,fri,sat,sun",08:00,20:00,08:00,20:00,08:00,20:00,08:00,20:00,08:00,20:00,08:00,20:00,08:00,20:00,2021-04-19T00:00:00,260.479866491,04/19/2023 12:00:00 AM,,"MULTILINESTRING ((-73.88875165317316 40.75331785899447, -73.88782024999526 40.75341521718234))"
394,34 Ave Open Streets Coalition,64442,Queens,34 AVENUE,69th STREET,JUNCTION BOULEVARD,approvedLimited,"mon,tue,wed,thu,fri,sat,sun",08:00,20:00,08:00,20:00,08:00,20:00,08:00,20:00,08:00,20:00,08:00,20:00,08:00,20:00,2021-04-19T00:00:00,260.4784196,04/19/2023 12:00:00 AM,,"MULTILINESTRING ((-73.87852361148224 40.75438488408959, -73.8775919546102 40.75448088240402))"
395,34 Ave Open Streets Coalition,64457,Queens,34 AVENUE,69th STREET,JUNCTION BOULEVARD,approvedLimited,"mon,tue,wed,thu,fri,sat,sun",08:00,20:00,08:00,20:00,08:00,20:00,08:00,20:00,08:00,20:00,08:00,20:00,08:00,20:00,2021-04-19T00:00:00,260.165635007,04/19/2023 12:00:00 AM,,"MULTILINESTRING ((-73.87482026574162 40.75486898385851, -73.8738882357128 40.75495612685566))"
396,34 Ave Open Streets Coalition,64459,Queens,34 AVENUE,69th STREET,JUNCTION BOULEVARD,approvedLimited,"mon,tue,wed,thu,fri,sat,sun",08:00,20:00,08:00,20:00,08:00,20:00,08:00,20:00,08:00,20:00,08:00,20:00,08:00,20:00,2021-04-19T00:00:00,259.352313267,04/19/2023 12:00:00 AM,,"MULTILINESTRING ((-73.88130857061086 40.754088711061414, -73.88038125487742 40.75418601422239))"
397,34 Ave Open Streets Coalition,64473,Queens,34 AVENUE,69th STREET,JUNCTION BOULEVARD,approvedLimited,"mon,tue,wed,thu,fri,sat,sun",08:00,20:00,08:00,20:00,08:00,20:00,08:00,20:00,08:00,20:00,08:00,20:00,08:00,20:00,2021-04-19T00:00:00,260.008306505,04/19/2023 12:00:00 AM,,"MULTILINESTRING ((-73.8952681546133 40.7527046699647, -73.89434038907407 40.752812054579266))"
398,34 Ave Open Streets Coalition,64476,Queens,34 AVENUE,69th STREET,JUNCTION BOULEVARD,approvedLimited,"mon,tue,wed,thu,fri,sat,sun",08:00,20:00,08:00,20:00,08:00,20:00,08:00,20:00,08:00,20:00,08:00,20:00,08:00,20:00,2021-04-19T00:00:00,260.511743132,04/19/2023 12:00:00 AM,,"MULTILINESTRING ((-73.87853802085081 40.75446399886871, -73.8776079213287 40.7545689959141))"
399,34 Ave Open Streets Coalition,64481,Queens,34 AVENUE,69th STREET,JUNCTION BOULEVARD,approvedLimited,"mon,tue,wed,thu,fri,sat,sun",08:00,20:00,08:00,20:00,08:00,20:00,08:00,20:00,08:00,20:00,08:00,20:00,08:00,20:00,2021-04-19T00:00:00,260.213937921,04/19/2023 12:00:00 AM,,"MULTILINESTRING ((-73.8775919546102 40.75448088240402, -73.87666161882488 40.754578872823195))"
400,34 Ave Open Streets Coalition,64485,Queens,34 AVENUE,69th STREET,JUNCTION BOULEVARD,approvedLimited,"mon,tue,wed,thu,fri,sat,sun",08:00,20:00,08:00,20:00,08:00,20:00,08:00,20:00,08:00,20:00,08:00,20:00,08:00,20:00,2021-04-19T00:00:00,260.807733809,04/19/2023 12:00:00 AM,,"MULTILINESTRING ((-73.89618826165534 40.752539503488684, -73.89525488849 40.75263240126546))"
401,34 Ave Open Streets Coalition,64498,Queens,34 AVENUE,69th STREET,JUNCTION BOULEVARD,approvedLimited,"mon,tue,wed,thu,fri,sat,sun",08:00,20:00,08:00,20:00,08:00,20:00,08:00,20:00,08:00,20:00,08:00,20:00,08:00,20:00,2021-04-19T00:00:00,328.582719266,04/19/2023 12:00:00 AM,,"MULTILINESTRING ((-73.8738882357128 40.75495612685566, -73.87271348998947 40.755080059222884))"
402,34 Ave Open Streets Coalition,64542,Queens,34 AVENUE,69th STREET,JUNCTION BOULEVARD,approvedLimited,"mon,tue,wed,thu,fri,sat,sun",08:00,20:00,08:00,20:00,08:00,20:00,08:00,20:00,08:00,20:00,08:00,20:00,08:00,20:00,2021-04-19T00:00:00,259.81699494,04/19/2023 12:00:00 AM,,"MULTILINESTRING ((-73.88410018350979 40.75379939239853, -73.88317080842373 40.75389462856585))"
403,34 Ave Open Streets Coalition,64543,Queens,34 AVENUE,69th STREET,JUNCTION BOULEVARD,approvedLimited,"mon,tue,wed,thu,fri,sat,sun",08:00,20:00,08:00,20:00,08:00,20:00,08:00,20:00,08:00,20:00,08:00,20:00,08:00,20:00,2021-04-19T00:00:00,259.686066438,04/19/2023 12:00:00 AM,,"MULTILINESTRING ((-73.89248357860262 40.753006144383555, -73.89155461695736 40.753100959592146))"
404,34 Ave Open Streets Coalition,64573,Queens,34 AVENUE,69th STREET,JUNCTION BOULEVARD,approvedLimited,"mon,tue,wed,thu,fri,sat,sun",08:00,20:00,08:00,20:00,08:00,20:00,08:00,20:00,08:00,20:00,08:00,20:00,08:00,20:00,2021-04-19T00:00:00,260.197369606,04/19/2023 12:00:00 AM,,"MULTILINESTRING ((-73.88689058017509 40.75350833085854, -73.88595963884777 40.7536025154814))"
405,Kesher Bridging Communites,64574,Queens,READS LANE,EMPIRE AVENUE,JARVIS AVENUE,approvedLimited,"fri,sat,sun",,,,,,,,,12:00,21:00,08:00,20:00,12:00,20:00,2021-04-09T00:00:00,156.470581953,01/01/2023 12:00:00 AM,,"MULTILINESTRING ((-73.74319559688604 40.603857783112744, -73.74351065134799 40.60421386210165))"
406,34 Ave Open Streets Coalition,64576,Queens,34 AVENUE,69th STREET,JUNCTION BOULEVARD,approvedLimited,"mon,tue,wed,thu,fri,sat,sun",08:00,20:00,08:00,20:00,08:00,20:00,08:00,20:00,08:00,20:00,08:00,20:00,08:00,20:00,2021-04-19T00:00:00,262.31419201,04/19/2023 12:00:00 AM,,"MULTILINESTRING ((-73.88504562825821 40.75377920487337, -73.88410956441908 40.75388726514985))"
407,34 Ave Open Streets Coalition,64583,Queens,34 AVENUE,69th STREET,JUNCTION BOULEVARD,approvedLimited,"mon,tue,wed,thu,fri,sat,sun",08:00,20:00,08:00,20:00,08:00,20:00,08:00,20:00,08:00,20:00,08:00,20:00,08:00,20:00,2021-04-19T00:00:00,259.822026338,04/19/2023 12:00:00 AM,,"MULTILINESTRING ((-73.87667788885567 40.7546688067105, -73.87574991993111 40.754771826132774))"
408,34 Ave Open Streets Coalition,64592,Queens,34 AVENUE,69th STREET,JUNCTION BOULEVARD,approvedLimited,"mon,tue,wed,thu,fri,sat,sun",08:00,20:00,08:00,20:00,08:00,20:00,08:00,20:00,08:00,20:00,08:00,20:00,08:00,20:00,2021-04-19T00:00:00,258.499103899,04/19/2023 12:00:00 AM,,"MULTILINESTRING ((-73.89340726460038 40.75290610917405, -73.89248357860262 40.753006144383555))"
409,34 Ave Open Streets Coalition,64593,Queens,34 AVENUE,69th STREET,JUNCTION BOULEVARD,approvedLimited,"mon,tue,wed,thu,fri,sat,sun",08:00,20:00,08:00,20:00,08:00,20:00,08:00,20:00,08:00,20:00,08:00,20:00,08:00,20:00,2021-04-19T00:00:00,259.687841782,04/19/2023 12:00:00 AM,,"MULTILINESTRING ((-73.88967941315501 40.75321641769759, -73.88875165317316 40.75331785899447))"
410,34 Ave Open Streets Coalition,64600,Queens,34 AVENUE,69th STREET,JUNCTION BOULEVARD,approvedLimited,"mon,tue,wed,thu,fri,sat,sun",08:00,20:00,08:00,20:00,08:00,20:00,08:00,20:00,08:00,20:00,08:00,20:00,08:00,20:00,2021-04-19T00:00:00,259.307944588,04/19/2023 12:00:00 AM,,"MULTILINESTRING ((-73.87944995658162 40.75428320849741, -73.87852361148224 40.75438488408959))"
411,34 Ave Open Streets Coalition,64602,Queens,34 AVENUE,69th STREET,JUNCTION BOULEVARD,approvedLimited,"mon,tue,wed,thu,fri,sat,sun",08:00,20:00,08:00,20:00,08:00,20:00,08:00,20:00,08:00,20:00,08:00,20:00,08:00,20:00,2021-04-19T00:00:00,260.679464113,04/19/2023 12:00:00 AM,,"MULTILINESTRING ((-73.88876470152645 40.753389460956434, -73.88783209401736 40.75348414537393))"
412,34 Ave Open Streets Coalition,64607,Queens,34 AVENUE,69th STREET,JUNCTION BOULEVARD,approvedLimited,"mon,tue,wed,thu,fri,sat,sun",08:00,20:00,08:00,20:00,08:00,20:00,08:00,20:00,08:00,20:00,08:00,20:00,08:00,20:00,2021-04-19T00:00:00,336.033847688,04/19/2023 12:00:00 AM,,"MULTILINESTRING ((-73.87387297835744 40.75487179663397, -73.87267248699033 40.75500333668592))"
413,34 Ave Open Streets Coalition,64616,Queens,34 AVENUE,69th STREET,JUNCTION BOULEVARD,approvedLimited,"mon,tue,wed,thu,fri,sat,sun",08:00,20:00,08:00,20:00,08:00,20:00,08:00,20:00,08:00,20:00,08:00,20:00,08:00,20:00,2021-04-19T00:00:00,258.019458959,04/19/2023 12:00:00 AM,,"MULTILINESTRING ((-73.88410956441908 40.75388726514985, -73.88318687498352 40.75398328170773))"
414,34 Ave Open Streets Coalition,64634,Queens,34 AVENUE,69th STREET,JUNCTION BOULEVARD,approvedLimited,"mon,tue,wed,thu,fri,sat,sun",08:00,20:00,08:00,20:00,08:00,20:00,08:00,20:00,08:00,20:00,08:00,20:00,08:00,20:00,2021-04-19T00:00:00,260.20123053,04/19/2023 12:00:00 AM,,"MULTILINESTRING ((-73.88318687498352 40.75398328170773, -73.88225583840834 40.754077039183095))"
415,34 Ave Open Streets Coalition,64665,Queens,34 AVENUE,69th STREET,JUNCTION BOULEVARD,approvedLimited,"mon,tue,wed,thu,fri,sat,sun",08:00,20:00,08:00,20:00,08:00,20:00,08:00,20:00,08:00,20:00,08:00,20:00,08:00,20:00,2021-04-19T00:00:00,259.654612549,04/19/2023 12:00:00 AM,,"MULTILINESTRING ((-73.88595963884777 40.7536025154814, -73.8850316917506 40.75370234174579))"
416,Belmont Business Improvement District,60260,Bronx,ARTHUR AVENUE,EAST 188th STREET,CRESCENT AVENUE,approvedFull,"fri,sat,sun",,,,,,,,,18:00,22:00,18:00,22:00,13:00,21:00,2021-04-30T00:00:00,569.245716914,10/31/2021 12:00:00 AM,,"MULTILINESTRING ((-73.88938247993386 40.853478785321606, -73.88823971104036 40.85477810327038))"
417,New Future Foundation inc,67457,Brooklyn,CADMAN PLAZA EAST,JOHNSON STREET,TILLARY STREET,approvedLimited,"mon,tue,wed,thur,fri,sat,sun",8:00,20:00,8:00,20:00,8:00,20:00,8:00,20:00,8:00,20:00,8:00,20:00,8:00,20:00,2021-04-22T00:00:00,394.104357523,04/24/2021 12:00:00 AM,,"MULTILINESTRING ((-73.99004394430506 40.69617332499377, -73.9900940337775 40.695092271838))"
418,Musket Hospitality LLC,67816,Manhattan,ELIZABETH STREET,EAST HOUSTON STREET,PRINCE STREET,approvedFull,"tue,wed,thu,fri,sat,sun",,,16:30,00:00,16:30,00:00,16:30,00:00,16:30,00:00,10:00,00:00,10:00,23:00,2021-05-18T00:00:00,616.078635052,09/05/2022 12:00:00 AM,,"MULTILINESTRING ((-73.99415604387558 40.72273907698026, -73.99349916622629 40.72435452875323))"
419,Lower East Side Partnership,67827,Manhattan,ORCHARD STREET,GRAND STREET,DELANCEY STREET,approvedFull,"mon,tue,wed,thu,fri,sat,sun",12:00,23:00,12:00,23:00,12:00,23:00,12:00,23:00,12:00,23:00,12:00,23:00,12:00,23:00,2021-04-26T00:00:00,318.434583757,10/31/2021 12:00:00 AM,,"MULTILINESTRING ((-73.99023629206305 40.71814060008098, -73.98981721859758 40.71895438986611))"
420,The Allen-Stevenson School,68209,Manhattan,EAST 78th STREET,LEXINGTON AVENUE,PARK AVENUE,approvedFull,"mon,tue,wed,thu,fri",07:00,16:00,07:00,16:00,07:00,16:00,07:00,16:00,07:00,16:00,,,,,2021-09-09T00:00:00,477.360204747,06/30/2022 12:00:00 AM,yes,"MULTILINESTRING ((-73.96090725513972 40.77492556940561, -73.95939683128529 40.77429450591667))"
421,PS 6,68211,Manhattan,EAST 81st STREET,PARK AVENUE,MADISON AVENUE,approvedFull,"mon,tue,wed,thu,fri",08:00,15:00,08:00,15:00,08:00,15:00,08:00,15:00,08:00,15:00,,,,,2021-09-13T00:00:00,476.758504263,06/24/2022 12:00:00 AM,yes,"MULTILINESTRING ((-73.96116901417103 40.77765209114878, -73.9596616894071 40.77702008783115))"
422,The Dalton School,68228,Manhattan,EAST 91st STREET,PARK AVENUE,MADISON AVENUE,approvedFull,"mon,tue,wed,thu,fri",10:30,13:00,10:30,13:00,10:30,13:00,10:30,13:00,10:30,13:00,,,,,2021-09-09T00:00:00,476.087224296,06/17/2022 12:00:00 AM,yes,"MULTILINESTRING ((-73.95648988477025 40.78406109511042, -73.95498992609757 40.783422612643406))"
423,The Spence School,68233,Manhattan,EAST 93rd STREET,PARK AVENUE,MADISON AVENUE,approvedFull,"mon,tue,wed,thu,fri",08:00,15:00,08:00,15:00,08:00,15:00,08:00,15:00,08:00,15:00,,,,,2021-08-30T00:00:00,475.677250716,07/01/2022 12:00:00 AM,yes,"MULTILINESTRING ((-73.95557275782164 40.78531397331874, -73.95407196108506 40.7846789015183))"
424,Hunter College Campus Schools,68235,Manhattan,EAST 95th STREET,PARK AVENUE,MADISON AVENUE,approvedFull,"mon,tue,wed,thu,fri",10:30,13:00,10:30,13:00,10:30,13:00,10:30,13:00,10:30,13:00,,,,,2021-09-13T00:00:00,477.822239225,06/30/2022 12:00:00 AM,yes,"MULTILINESTRING ((-73.95465897149793 40.78656891826819, -73.9531496016311 40.785933415182434))"
425,Uptown Grand Central,68244,Manhattan,EAST 101 STREET,PARK AVENUE VIADUCT,LEXINGTON AVENUE,approvedLimited,"fri,sat,sun",,,,,,,,,17:00,20:00,12:00,20:00,12:00,20:00,2021-05-01T00:00:00,471.141559405,10/31/2021 12:00:00 AM,,"MULTILINESTRING ((-73.95009410534345 40.789700686058794, -73.9486075459712 40.789071636200795))"
426,34 Ave Open Streets Coalition,64378,Queens,34 AVENUE,69th STREET,JUNCTION BOULEVARD,approvedLimited,"mon,tue,wed,thu,fri,sat,sun",08:00,20:00,08:00,20:00,08:00,20:00,08:00,20:00,08:00,20:00,08:00,20:00,08:00,20:00,2021-04-19T00:00:00,259.343555223,04/19/2023 12:00:00 AM,,"MULTILINESTRING ((-73.881325175656 40.75418016559279, -73.88039727280837 40.75427400132812))"
427,34 Ave Open Streets Coalition,64411,Queens,34 AVENUE,69th STREET,JUNCTION BOULEVARD,approvedLimited,"mon,tue,wed,thu,fri,sat,sun",08:00,20:00,08:00,20:00,08:00,20:00,08:00,20:00,08:00,20:00,08:00,20:00,08:00,20:00,2021-04-19T00:00:00,259.984294132,04/19/2023 12:00:00 AM,,"MULTILINESTRING ((-73.87574991993111 40.754771826132774, -73.87482026574162 40.75486898385851))"
428,34 Ave Open Streets Coalition,64472,Queens,34 AVENUE,69th STREET,JUNCTION BOULEVARD,approvedLimited,"mon,tue,wed,thu,fri,sat,sun",08:00,20:00,08:00,20:00,08:00,20:00,08:00,20:00,08:00,20:00,08:00,20:00,08:00,20:00,2021-04-19T00:00:00,259.657151492,04/19/2023 12:00:00 AM,,"MULTILINESTRING ((-73.88969386959704 40.7532964055183, -73.88876470152645 40.753389460956434))"
429,34 Ave Open Streets Coalition,64497,Queens,34 AVENUE,69th STREET,JUNCTION BOULEVARD,approvedLimited,"mon,tue,wed,thu,fri,sat,sun",08:00,20:00,08:00,20:00,08:00,20:00,08:00,20:00,08:00,20:00,08:00,20:00,08:00,20:00,2021-04-19T00:00:00,259.868165046,04/19/2023 12:00:00 AM,,"MULTILINESTRING ((-73.89060853882239 40.753118805483425, -73.88967941315501 40.75321641769759))"
430,34 Ave Open Streets Coalition,64505,Queens,34 AVENUE,69th STREET,JUNCTION BOULEVARD,approvedLimited,"mon,tue,wed,thu,fri,sat,sun",08:00,20:00,08:00,20:00,08:00,20:00,08:00,20:00,08:00,20:00,08:00,20:00,08:00,20:00,2021-04-19T00:00:00,260.273715018,04/19/2023 12:00:00 AM,,"MULTILINESTRING ((-73.88690597543595 40.753591400583254, -73.88597508894257 40.753687475547835))"
431,34 Ave Open Streets Coalition,64527,Queens,34 AVENUE,69th STREET,JUNCTION BOULEVARD,approvedLimited,"mon,tue,wed,thu,fri,sat,sun",08:00,20:00,08:00,20:00,08:00,20:00,08:00,20:00,08:00,20:00,08:00,20:00,08:00,20:00,2021-04-19T00:00:00,259.547132928,04/19/2023 12:00:00 AM,,"MULTILINESTRING ((-73.88783209401736 40.75348414537393, -73.88690597543595 40.753591400583254))"
